index_code,index_name,date,open,high,low,close,vol,amount,change_pct
801730,电气设备,2020-12-31,8361.45,8486.88,8317.73,8478.65,41.27,697.26,2.43
801730,电气设备,2020-12-30,8124.55,8360.65,8124.53,8277.74,41.15,693.59,2.96
801730,电气设备,2020-12-29,8364.43,8364.50,8019.18,8039.66,49.43,776.51,-4.22
801730,电气设备,2020-12-28,8441.96,8441.96,8275.01,8394.26,52.52,763.20,-0.37
801730,电气设备,2020-12-25,8196.04,8427.46,8176.13,8425.08,53.85,758.77,2.64
801730,电气设备,2020-12-24,8281.02,8327.79,8165.46,8208.37,49.34,695.48,-0.86
801730,电气设备,2020-12-23,8053.49,8373.17,8053.47,8279.69,57.03,915.31,3.80
801730,电气设备,2020-12-22,8097.11,8260.41,7972.41,7976.51,49.13,798.79,-2.01
801730,电气设备,2020-12-21,7853.41,8140.03,7826.94,8140.03,42.19,748.20,5.83
801730,电气设备,2020-12-18,7553.89,7732.66,7544.97,7691.50,35.49,551.88,1.95
801730,电气设备,2020-12-17,7509.66,7547.96,7402.43,7544.18,33.98,483.03,-0.04
801730,电气设备,2020-12-16,7556.15,7595.37,7503.06,7546.99,37.09,541.19,0.32
801730,电气设备,2020-12-15,7405.25,7523.50,7355.73,7523.00,35.36,551.17,1.91
801730,电气设备,2020-12-14,7264.46,7401.93,7249.44,7382.31,35.50,533.26,2.31
801730,电气设备,2020-12-11,7336.10,7345.82,7143.27,7215.65,36.29,514.35,-1.40
801730,电气设备,2020-12-10,7215.46,7371.31,7137.91,7318.37,33.13,501.25,1.38
801730,电气设备,2020-12-09,7338.98,7379.57,7198.23,7218.62,31.52,450.93,-1.28
801730,电气设备,2020-12-08,7271.49,7358.76,7271.49,7312.52,29.85,419.81,0.92
801730,电气设备,2020-12-07,7182.80,7279.42,7182.80,7245.64,30.81,416.78,1.17
801730,电气设备,2020-12-04,7108.03,7174.22,7093.67,7161.85,27.57,357.63,0.51
801730,电气设备,2020-12-03,7134.44,7144.20,7073.05,7125.60,32.39,380.48,-0.20
801730,电气设备,2020-12-02,7202.31,7209.11,7073.15,7139.57,34.03,460.72,-0.77
801730,电气设备,2020-12-01,7049.60,7194.66,7040.61,7194.66,32.07,427.15,1.77
801730,电气设备,2020-11-30,7142.44,7142.44,7026.50,7069.25,31.31,424.94,-0.90
801730,电气设备,2020-11-27,7138.85,7161.86,7051.89,7133.20,33.36,421.36,-0.12
801730,电气设备,2020-11-26,7168.25,7178.30,7020.11,7141.76,38.59,470.54,-0.54
801730,电气设备,2020-11-25,7314.80,7339.22,7168.96,7180.68,40.06,519.49,-1.48
801730,电气设备,2020-11-24,7278.41,7316.09,7227.09,7288.57,39.24,505.51,0.52
801730,电气设备,2020-11-23,7164.15,7289.99,7124.95,7250.99,35.67,521.52,1.66
801730,电气设备,2020-11-20,7013.67,7141.15,7008.31,7132.55,34.38,471.62,2.17
801730,电气设备,2020-11-19,6900.64,6991.65,6842.45,6981.07,35.13,431.26,1.16
801730,电气设备,2020-11-18,6985.92,7026.55,6840.49,6901.30,29.80,482.32,-1.50
801730,电气设备,2020-11-17,7152.34,7160.64,6952.79,7006.51,30.45,453.42,-1.90
801730,电气设备,2020-11-16,7118.19,7151.60,7015.44,7142.21,29.01,434.06,0.44
801730,电气设备,2020-11-13,7170.71,7178.57,7043.94,7110.75,28.87,484.09,-0.51
801730,电气设备,2020-11-12,7258.57,7258.57,7112.24,7146.89,31.18,455.16,-0.23
801730,电气设备,2020-11-11,7336.08,7400.77,7163.35,7163.35,31.73,518.66,-2.79
