index_code,index_name,date,open,high,low,close,vol,amount,change_pct
801110,家用电器,2020-12-31,9967.31,10231.81,9967.29,10197.01,10.75,152.26,2.20
801110,家用电器,2020-12-30,9915.11,9992.05,9878.10,9977.88,8.82,123.44,0.65
801110,家用电器,2020-12-29,9987.08,9987.23,9852.63,9913.78,10.85,141.42,-0.79
801110,家用电器,2020-12-28,9801.72,10085.13,9801.72,9992.62,9.30,158.14,1.79
801110,家用电器,2020-12-25,9789.08,9861.80,9714.70,9816.71,10.89,140.08,0.10
801110,家用电器,2020-12-24,9800.08,9820.19,9705.00,9806.64,10.41,132.21,0.27
801110,家用电器,2020-12-23,9630.84,9854.67,9630.84,9780.23,10.53,166.12,1.56
801110,家用电器,2020-12-22,9622.42,9760.66,9538.29,9629.98,10.71,160.15,-0.29
801110,家用电器,2020-12-21,9702.75,9702.75,9527.87,9657.85,9.85,160.88,-0.34
801110,家用电器,2020-12-18,9693.65,9749.06,9628.47,9691.10,9.49,135.25,-0.27
801110,家用电器,2020-12-17,9584.15,9740.47,9566.74,9717.25,10.59,160.78,1.74
801110,家用电器,2020-12-16,9473.55,9615.46,9464.91,9550.77,10.03,162.70,1.02
801110,家用电器,2020-12-15,9429.79,9488.28,9311.39,9454.25,9.92,151.79,0.07
801110,家用电器,2020-12-14,9562.01,9562.06,9375.59,9447.66,9.51,123.24,-0.33
801110,家用电器,2020-12-11,9584.64,9584.80,9382.56,9479.15,11.89,137.79,-0.24
801110,家用电器,2020-12-10,9452.66,9560.81,9452.66,9502.41,9.38,129.29,0.62
801110,家用电器,2020-12-09,9742.19,9748.04,9444.13,9444.18,8.94,162.50,-3.40
801110,家用电器,2020-12-08,9940.55,9940.55,9726.20,9776.56,7.25,136.95,-1.51
801110,家用电器,2020-12-07,10024.21,10024.21,9901.53,9926.60,7.27,105.13,-0.76
801110,家用电器,2020-12-04,9986.34,10002.26,9883.90,10002.26,6.62,114.13,-0.29
801110,家用电器,2020-12-03,10076.79,10076.81,9913.19,10031.55,8.86,134.90,-0.79
801110,家用电器,2020-12-02,9985.62,10153.58,9977.74,10111.18,11.20,179.47,2.07
801110,家用电器,2020-12-01,9748.10,9906.25,9746.40,9906.25,8.31,118.17,1.33
801110,家用电器,2020-11-30,9881.75,9955.61,9767.79,9776.20,7.59,128.45,-1.12
801110,家用电器,2020-11-27,9835.45,9964.94,9812.69,9887.34,6.58,107.20,0.79
801110,家用电器,2020-11-26,9978.65,10021.00,9738.51,9810.16,7.86,145.83,-1.70
801110,家用电器,2020-11-25,10113.12,10161.50,9967.04,9980.02,8.34,133.12,-1.19
801110,家用电器,2020-11-24,10385.08,10385.13,9999.73,10100.50,8.83,171.37,-2.71
801110,家用电器,2020-11-23,10202.36,10393.80,10118.78,10381.88,9.12,164.98,1.19
801110,家用电器,2020-11-20,10355.26,10383.96,10242.15,10259.84,9.16,158.89,-0.85
801110,家用电器,2020-11-19,10054.04,10404.44,10054.02,10347.69,10.76,172.83,3.33
801110,家用电器,2020-11-18,10145.85,10210.57,9942.72,10013.95,9.82,157.79,-1.53
801110,家用电器,2020-11-17,10088.77,10297.38,10088.77,10169.70,11.15,176.81,0.88
801110,家用电器,2020-11-16,10229.72,10232.76,9909.52,10081.26,9.86,155.96,-0.19
801110,家用电器,2020-11-13,10081.70,10118.90,9961.67,10100.38,9.27,139.97,-0.26
801110,家用电器,2020-11-12,10055.65,10139.34,10002.66,10127.14,10.65,161.47,1.88
801110,家用电器,2020-11-11,9983.90,10086.06,9881.78,9940.68,9.35,157.20,-1.31
801110,家用电器,2020-11-10,10153.85,10153.86,9928.16,10072.89,10.42,178.86,-1.60
801110,家用电器,2020-11-09,10246.93,10484.51,10166.09,10236.91,13.28,250.37,0.90
801110,家用电器,2020-11-06,9844.90,10198.73,9764.21,10145.54,12.53,239.05,3.39
801110,家用电器,2020-11-05,9784.59,9978.89,9735.86,9812.72,12.82,212.83,0.90
801110,家用电器,2020-11-04,9425.39,9780.02,9425.32,9724.99,12.74,227.62,3.38
801110,家用电器,2020-11-03,9436.38,9436.38,9266.78,9406.71,10.78,166.96,-0.09
801110,家用电器,2020-11-02,9048.64,9508.79,9048.64,9415.33,12.02,215.96,4.74
801110,家用电器,2020-10-30,9265.12,9288.22,8971.90,8989.39,11.82,196.82,-1.88
801110,家用电器,2020-10-29,8781.40,9229.11,8781.40,9161.60,11.23,172.11,3.21
801110,家用电器,2020-10-28,8779.82,8898.98,8776.45,8876.60,9.72,128.98,1.20
801110,家用电器,2020-10-27,8810.90,8839.75,8761.97,8771.24,9.41,117.40,-0.94
801110,家用电器,2020-10-26,8765.70,8871.11,8635.44,8854.48,7.26,95.88,0.86
801110,家用电器,2020-10-23,8954.75,8994.11,8777.32,8779.15,6.83,96.97,-2.31
801110,家用电器,2020-10-22,8911.85,9002.78,8802.65,8986.78,6.84,104.64,0.62
801110,家用电器,2020-10-21,8855.90,8966.97,8837.39,8931.67,7.76,115.05,0.84
801110,家用电器,2020-10-20,8741.21,8866.86,8739.45,8857.70,7.05,94.38,1.17
801110,家用电器,2020-10-19,8825.15,8929.40,8731.51,8755.47,7.55,105.21,-0.39
801110,家用电器,2020-10-16,8883.64,8929.52,8775.38,8789.51,7.43,111.41,-1.18
801110,家用电器,2020-10-15,8866.79,8970.81,8862.06,8894.72,8.70,135.35,0.43
801110,家用电器,2020-10-14,8844.62,8911.83,8821.15,8856.88,9.14,156.76,0.39
801110,家用电器,2020-10-13,8707.02,8822.72,8665.32,8822.71,9.22,118.69,1.33
801110,家用电器,2020-10-12,8555.98,8706.98,8552.59,8706.98,9.13,128.66,1.69
801110,家用电器,2020-10-09,8505.35,8615.05,8505.35,8562.43,7.50,115.62,2.17
801110,家用电器,2020-09-30,8413.90,8458.73,8367.68,8380.47,5.74,77.58,-0.01
801110,家用电器,2020-09-29,8305.94,8429.91,8303.92,8380.91,5.66,84.14,1.35
801110,家用电器,2020-09-28,8314.81,8361.21,8266.15,8269.50,6.25,89.81,-0.45
801110,家用电器,2020-09-25,8379.39,8405.78,8279.58,8307.02,7.01,89.53,-0.65
801110,家用电器,2020-09-24,8453.14,8469.10,8332.86,8361.33,8.67,100.82,-1.84
801110,家用电器,2020-09-23,8455.48,8527.27,8419.04,8517.71,8.07,92.66,0.88
801110,家用电器,2020-09-22,8460.59,8514.84,8415.19,8443.07,8.41,94.63,-0.99
801110,家用电器,2020-09-21,8523.65,8597.76,8496.75,8527.80,9.07,130.04,0.17
801110,家用电器,2020-09-18,8477.48,8554.90,8432.07,8513.37,8.98,112.00,0.88
801110,家用电器,2020-09-17,8380.93,8476.14,8366.88,8439.25,8.98,106.67,0.65
801110,家用电器,2020-09-16,8470.53,8528.09,8363.05,8384.68,8.40,105.88,-1.15
801110,家用电器,2020-09-15,8361.69,8498.61,8350.42,8482.65,10.65,129.81,1.82
801110,家用电器,2020-09-14,8198.33,8337.00,8198.25,8331.00,11.00,123.05,1.93
801110,家用电器,2020-09-11,8093.22,8212.72,8062.15,8173.64,8.91,98.95,0.62
801110,家用电器,2020-09-10,8179.78,8216.47,8094.99,8123.59,13.44,135.35,0.05
801110,家用电器,2020-09-09,8217.27,8237.82,8114.98,8119.63,16.99,175.31,-2.46
801110,家用电器,2020-09-08,8295.30,8326.12,8220.92,8324.31,14.18,150.37,0.44
801110,家用电器,2020-09-07,8392.50,8433.62,8264.21,8287.76,14.49,181.72,-1.64
801110,家用电器,2020-09-04,8381.26,8436.80,8356.40,8426.30,12.32,147.11,-1.15
801110,家用电器,2020-09-03,8602.90,8662.73,8507.99,8523.90,12.71,167.76,-0.85
801110,家用电器,2020-09-02,8661.15,8678.81,8515.79,8596.72,14.40,157.99,-0.42
801110,家用电器,2020-09-01,8520.42,8636.32,8510.63,8632.93,12.03,151.83,1.13
801110,家用电器,2020-08-31,8685.56,8784.07,8529.23,8536.71,13.03,183.78,-0.52
801110,家用电器,2020-08-28,8324.33,8589.38,8305.11,8581.22,13.34,184.51,2.84
801110,家用电器,2020-08-27,8405.24,8405.24,8268.88,8344.01,12.97,152.28,-0.59
801110,家用电器,2020-08-26,8537.24,8589.87,8341.00,8393.54,13.58,166.54,-1.68
801110,家用电器,2020-08-25,8540.58,8597.97,8514.58,8536.67,11.88,135.31,0.15
801110,家用电器,2020-08-24,8479.18,8538.74,8417.34,8523.92,9.22,116.80,0.75
801110,家用电器,2020-08-21,8456.87,8519.06,8404.33,8460.84,8.81,117.12,0.79
801110,家用电器,2020-08-20,8498.18,8504.19,8377.81,8394.82,9.37,132.11,-1.69
801110,家用电器,2020-08-19,8695.88,8719.45,8538.59,8539.11,12.87,153.65,-1.89
801110,家用电器,2020-08-18,8731.42,8758.22,8654.76,8703.77,14.08,158.09,-0.39
801110,家用电器,2020-08-17,8645.68,8820.01,8606.72,8737.60,13.38,171.14,1.26
801110,家用电器,2020-08-14,8445.02,8629.12,8445.02,8629.12,9.45,113.48,2.05
801110,家用电器,2020-08-13,8464.33,8536.83,8442.57,8455.68,9.83,119.25,0.33
801110,家用电器,2020-08-12,8495.71,8537.54,8322.11,8427.95,10.69,150.80,-1.33
801110,家用电器,2020-08-11,8677.90,8749.74,8536.26,8541.20,14.20,168.40,-1.32
801110,家用电器,2020-08-10,8505.23,8689.15,8450.71,8655.63,12.64,166.99,1.23
801110,家用电器,2020-08-07,8494.36,8574.43,8402.76,8550.62,12.04,172.63,0.23
801110,家用电器,2020-08-06,8594.28,8606.36,8451.64,8531.16,12.19,180.30,-1.24
801110,家用电器,2020-08-05,8557.74,8671.82,8541.43,8638.71,13.07,181.99,0.13
801110,家用电器,2020-08-04,8655.72,8659.33,8543.32,8627.18,15.85,223.90,-0.19
801110,家用电器,2020-08-03,8550.08,8711.38,8550.08,8643.99,14.46,201.92,1.91
801110,家用电器,2020-07-31,8425.85,8598.94,8360.08,8482.06,12.66,187.53,0.36
801110,家用电器,2020-07-30,8589.81,8597.62,8424.46,8451.83,13.16,184.45,-1.35
801110,家用电器,2020-07-29,8133.37,8586.06,8133.37,8567.42,13.95,233.38,5.37
801110,家用电器,2020-07-28,8126.70,8206.82,8090.65,8131.09,9.64,124.69,0.55
801110,家用电器,2020-07-27,8151.58,8151.58,7978.30,8086.67,10.14,137.44,0.02
801110,家用电器,2020-07-24,8437.61,8441.53,8037.88,8085.28,14.06,215.38,-5.14
801110,家用电器,2020-07-23,8313.91,8527.82,8267.86,8523.09,12.27,203.63,1.80
801110,家用电器,2020-07-22,8298.33,8440.18,8277.38,8372.35,11.87,182.80,0.49
801110,家用电器,2020-07-21,8311.16,8359.60,8234.58,8331.56,11.90,168.74,0.27
801110,家用电器,2020-07-20,8061.43,8313.62,7991.27,8308.73,11.89,195.52,3.50
801110,家用电器,2020-07-17,7837.27,8060.45,7837.27,8027.62,12.07,171.87,2.79
801110,家用电器,2020-07-16,8169.54,8199.14,7800.28,7809.48,14.99,223.22,-4.40
801110,家用电器,2020-07-15,8113.18,8267.16,8113.18,8168.76,15.79,242.01,0.60
801110,家用电器,2020-07-14,8272.47,8272.47,8024.52,8120.28,16.23,227.75,-1.45
801110,家用电器,2020-07-13,8132.40,8265.69,8126.32,8239.83,16.13,236.70,1.30
801110,家用电器,2020-07-10,8281.23,8295.48,8113.42,8134.28,15.39,219.85,-1.90
801110,家用电器,2020-07-09,8191.98,8292.70,8135.71,8292.15,17.91,229.56,1.19
801110,家用电器,2020-07-08,8186.64,8270.10,8079.66,8194.98,15.85,220.40,-0.04
801110,家用电器,2020-07-07,8257.92,8453.07,8198.59,8198.59,17.26,264.29,0.00
801110,家用电器,2020-07-06,7924.31,8239.13,7924.31,8198.39,16.45,251.82,3.70
801110,家用电器,2020-07-03,7939.12,8006.65,7861.25,7905.62,11.54,173.04,-0.09
801110,家用电器,2020-07-02,7798.33,7932.35,7784.11,7912.77,10.62,175.79,1.01
801110,家用电器,2020-07-01,7675.30,7833.93,7630.23,7833.93,8.53,141.13,2.37
801110,家用电器,2020-06-30,7673.02,7729.28,7625.64,7652.68,7.07,102.47,0.23
801110,家用电器,2020-06-29,7663.41,7663.71,7590.60,7635.32,7.26,103.93,-0.55
801110,家用电器,2020-06-24,7603.86,7692.80,7603.86,7677.59,7.82,112.21,1.22
801110,家用电器,2020-06-23,7617.22,7648.49,7563.26,7585.00,7.60,116.08,-0.66
801110,家用电器,2020-06-22,7670.22,7686.31,7607.26,7635.65,8.30,128.25,-1.06
801110,家用电器,2020-06-19,7561.59,7729.93,7561.58,7717.31,7.37,117.27,2.33
801110,家用电器,2020-06-18,7493.22,7552.82,7479.57,7541.27,6.79,90.47,0.31
801110,家用电器,2020-06-17,7561.01,7561.01,7477.61,7518.06,7.26,90.28,-0.51
801110,家用电器,2020-06-16,7515.44,7561.91,7501.14,7556.93,6.62,90.62,1.68
801110,家用电器,2020-06-15,7561.58,7579.87,7431.72,7431.72,7.98,110.28,-2.85
801110,家用电器,2020-06-12,7483.33,7650.03,7465.57,7649.89,8.31,108.06,0.08
801110,家用电器,2020-06-11,7767.97,7769.45,7593.87,7643.47,8.49,110.26,-2.11
801110,家用电器,2020-06-10,7892.91,7892.96,7786.57,7808.43,9.56,101.83,-0.67
801110,家用电器,2020-06-09,7857.94,7897.43,7828.57,7861.25,8.53,103.34,0.49
801110,家用电器,2020-06-08,7761.87,7938.32,7761.80,7822.90,10.06,147.46,2.02
801110,家用电器,2020-06-05,7642.40,7681.84,7617.73,7668.07,9.07,108.54,0.66
801110,家用电器,2020-06-04,7569.91,7625.88,7569.91,7617.94,8.80,114.11,1.37
801110,家用电器,2020-06-03,7581.18,7581.18,7512.18,7515.15,10.44,120.66,-0.69
801110,家用电器,2020-06-02,7639.44,7639.44,7522.81,7567.25,10.65,128.45,-0.80
801110,家用电器,2020-06-01,7524.95,7643.09,7524.88,7628.11,9.43,134.00,2.08
801110,家用电器,2020-05-29,7347.47,7472.98,7347.03,7472.98,7.48,96.92,1.26
801110,家用电器,2020-05-28,7422.43,7489.30,7310.16,7380.27,7.22,101.18,0.01
801110,家用电器,2020-05-27,7378.39,7463.32,7351.46,7379.21,7.91,112.05,0.20
801110,家用电器,2020-05-26,7226.47,7370.62,7226.40,7364.83,7.28,99.95,2.81
801110,家用电器,2020-05-25,7266.12,7266.12,7125.87,7163.70,6.14,80.56,-0.74
801110,家用电器,2020-05-22,7398.50,7398.51,7205.49,7217.41,7.56,95.14,-2.47
801110,家用电器,2020-05-21,7495.79,7495.82,7380.57,7400.38,8.36,92.29,-0.65
