index_code,index_name,date,open,high,low,close,vol,amount,change_pct
801760,传媒,2020-12-31,723.29,733.62,722.58,733.62,20.79,197.55,1.50
801760,传媒,2020-12-30,715.14,724.83,713.24,722.79,19.90,203.11,0.92
801760,传媒,2020-12-29,703.82,722.84,703.78,716.18,24.51,223.96,1.85
801760,传媒,2020-12-28,710.27,711.62,701.25,703.15,22.15,189.64,-1.30
801760,传媒,2020-12-25,714.55,716.39,709.82,712.41,18.84,154.03,-0.63
801760,传媒,2020-12-24,732.07,732.07,716.34,716.96,21.51,172.63,-2.50
801760,传媒,2020-12-23,736.31,736.35,730.06,735.35,20.01,174.65,-0.18
801760,传媒,2020-12-22,748.32,750.48,736.67,736.67,22.00,202.44,-1.89
801760,传媒,2020-12-21,747.76,754.35,745.16,750.84,19.64,185.88,0.37
801760,传媒,2020-12-18,751.98,753.30,745.57,748.07,17.71,164.83,0.72
801760,传媒,2020-12-17,739.79,743.49,728.29,742.74,20.22,171.38,0.07
801760,传媒,2020-12-16,755.92,756.09,740.54,742.20,17.58,155.45,-1.70
801760,传媒,2020-12-15,749.24,759.77,749.24,755.02,18.76,171.35,0.90
801760,传媒,2020-12-14,744.16,748.38,740.92,748.30,18.53,169.63,0.30
801760,传媒,2020-12-11,769.21,769.21,741.20,746.08,25.53,222.84,-2.85
801760,传媒,2020-12-10,764.11,772.53,761.92,767.96,17.83,158.71,0.26
801760,传媒,2020-12-09,785.61,785.61,765.94,765.94,20.37,173.91,-2.31
801760,传媒,2020-12-08,786.38,792.21,783.58,784.03,17.33,172.61,-0.04
801760,传媒,2020-12-07,794.31,794.31,784.06,784.37,19.84,172.19,-1.19
801760,传媒,2020-12-04,793.03,793.78,788.89,793.78,18.34,173.67,0.08
801760,传媒,2020-12-03,791.12,796.69,790.85,793.18,20.96,200.37,0.08
801760,传媒,2020-12-02,792.89,797.59,790.69,792.52,23.42,237.71,-0.07
801760,传媒,2020-12-01,770.56,793.77,769.68,793.04,28.62,294.17,2.73
801760,传媒,2020-11-30,761.53,777.10,757.40,771.95,24.71,236.21,1.28
801760,传媒,2020-11-27,761.51,764.41,755.98,762.20,18.87,171.98,0.08
801760,传媒,2020-11-26,762.16,765.08,757.16,761.58,18.39,171.87,-0.04
801760,传媒,2020-11-25,774.28,775.28,761.92,761.92,20.88,195.41,-1.53
801760,传媒,2020-11-24,777.72,779.24,771.59,773.75,22.39,210.45,-0.52
801760,传媒,2020-11-23,785.28,785.28,775.35,777.80,23.42,218.63,-0.93
801760,传媒,2020-11-20,782.82,786.03,780.73,785.10,21.56,201.22,0.44
801760,传媒,2020-11-19,776.75,783.27,769.31,781.69,25.75,215.42,0.32
801760,传媒,2020-11-18,779.26,782.51,775.72,779.20,21.48,215.93,-0.01
801760,传媒,2020-11-17,788.11,788.12,774.65,779.25,20.73,213.98,-1.09
801760,传媒,2020-11-16,786.60,787.84,782.75,787.84,20.02,203.48,0.39
801760,传媒,2020-11-13,786.40,786.42,778.92,784.78,19.15,200.35,-0.42
801760,传媒,2020-11-12,791.13,794.90,783.72,788.11,20.27,198.39,-0.01
801760,传媒,2020-11-11,803.25,803.33,788.14,788.20,22.33,219.55,-2.27
801760,传媒,2020-11-10,819.79,819.79,802.59,806.50,28.13,284.77,-1.03
801760,传媒,2020-11-09,805.99,817.88,805.63,814.92,33.38,315.72,1.39
801760,传媒,2020-11-06,810.28,810.43,798.07,803.71,29.42,263.83,-0.55
801760,传媒,2020-11-05,801.79,808.55,798.17,808.12,24.96,236.58,1.79
801760,传媒,2020-11-04,802.08,802.08,787.57,793.89,21.30,205.79,-0.95
801760,传媒,2020-11-03,790.52,801.99,785.65,801.53,26.10,243.66,1.87
801760,传媒,2020-11-02,788.68,794.74,781.35,786.83,27.31,263.18,-0.20
801760,传媒,2020-10-30,811.60,811.72,786.65,788.44,28.21,264.04,-2.67
801760,传媒,2020-10-29,803.14,813.51,799.43,810.11,25.38,237.79,-0.62
801760,传媒,2020-10-28,808.26,817.38,800.79,815.20,24.04,232.33,0.97
801760,传媒,2020-10-27,807.81,809.60,803.02,807.38,21.71,225.88,-0.39
801760,传媒,2020-10-26,804.11,811.16,794.36,810.51,24.06,245.18,0.33
801760,传媒,2020-10-23,827.71,830.30,806.40,807.88,27.00,295.76,-2.11
801760,传媒,2020-10-22,830.88,830.89,820.36,825.26,26.97,278.96,-0.79
801760,传媒,2020-10-21,838.93,841.68,828.87,831.79,25.69,264.76,-0.67
801760,传媒,2020-10-20,826.00,837.52,823.38,837.42,24.60,236.92,1.47
801760,传媒,2020-10-19,834.24,834.24,823.71,825.27,22.24,223.23,-0.83
801760,传媒,2020-10-16,831.29,833.52,827.30,832.19,22.10,214.89,0.04
801760,传媒,2020-10-15,840.42,843.78,830.34,831.83,29.16,264.75,-1.21
801760,传媒,2020-10-14,856.74,857.37,840.84,842.05,32.14,299.31,-0.53
801760,传媒,2020-10-13,840.49,846.56,830.24,846.56,28.77,288.18,0.51
801760,传媒,2020-10-12,833.87,842.23,829.18,842.23,33.00,331.20,1.60
801760,传媒,2020-10-09,821.79,831.25,820.62,828.95,24.88,225.51,2.14
