symbol,name,trade,pricechange,changepercent,buy,sell,settlement,open,high,low,volume,amount,code,ticktime
sz399813,中证国安,6558.003,-4.571,-0.070,0.000,0.000,6562.574,6542.869,6644.487,6495.495,3152720251,87093866214,399813,15:01:54
sz399814,大农业,1926.788,-36.411,-1.855,0.000,0.000,1963.199,1966.558,1971.827,1912.498,1759139530,38964146016,399814,15:01:54
sz399817,生态100,1048.299,21.576,2.101,0.000,0.000,1026.723,1027.602,1049.403,1011.294,1837072310,13284429254,399817,15:01:54
sz399901,小康指数,5810.105,74.693,1.302,0.000,0.000,5735.412,5745.051,5810.105,5726.428,8300958900,144368191143,399901,15:00:39
sz399903,中证100,5652.076,-31.895,-0.561,0.000,0.000,5683.971,5699.881,5724.256,5595.610,9527048400,256628394267,399903,15:00:39
sz399904,中证 200,5793.135,8.643,0.149,0.000,0.000,5784.492,5791.624,5810.564,5716.958,10905447300,216939259711,399904,15:00:39
sz399905,中证 500,6557.596,19.480,0.298,0.000,0.000,6538.116,6541.558,6598.381,6484.398,18083742900,207113827944,399905,15:01:06
sz399913,300 医药,17863.158,-29.088,-0.163,0.000,0.000,17892.246,17942.734,18167.945,17667.348,621437000,41286677562,399913,15:00:39
sz399914,300 金融,7012.994,7.160,0.102,0.000,0.000,7005.834,7010.679,7073.491,6959.875,5610912300,89869473509,399914,15:00:39
sz399918,300 成长,7819.477,-68.995,-0.875,0.000,0.000,7888.472,7910.943,7946.035,7737.770,4521077000,207526473859,399918,15:00:33
sz399928,中证能源,1623.956,15.355,0.955,0.000,0.000,1608.601,1618.733,1630.070,1608.292,1106684600,7745866678,399928,15:00:39
sz399932,中证消费,29759.559,-849.636,-2.776,0.000,0.000,30609.195,30615.246,30754.182,29485.873,2008066700,84626982208,399932,15:00:39
sz399933,中证医药,15803.199,35.909,0.228,0.000,0.000,15767.290,15790.157,15977.776,15653.533,1324467400,57898685118,399933,15:00:39
sz399934,中证金融,6640.961,6.089,0.092,0.000,0.000,6634.872,6637.510,6695.392,6594.249,7312165600,101075839735,399934,15:00:39
sz399935,中证信息,5990.010,86.778,1.470,0.000,0.000,5903.232,5920.739,6009.040,5915.356,5015987700,109654677842,399935,15:01:06
sz399944,内地资源,2954.361,11.085,0.377,0.000,0.000,2943.276,2970.294,2973.592,2854.976,4866131000,48738112340,399944,15:00:39
sz399958,创业成长,1871.165,-7.655,-0.407,0.000,0.000,1878.820,1889.561,1889.610,1847.073,1186421900,54664257578,399958,15:00:39
sz399959,军工指数,1981.478,-56.818,-2.788,0.000,0.000,2038.296,2027.731,2038.626,1944.710,1277714035,40904302756,399959,15:01:54
sz399965,800地产,5758.133,75.883,1.335,0.000,0.000,5682.250,5665.759,5775.998,5644.770,1126624215,10579940255,399965,15:01:54
sz399966,800非银,7107.350,-46.373,-0.648,0.000,0.000,7153.723,7149.931,7200.995,7068.920,3733794839,67121949430,399966,15:01:54
sz399967,中证军工,14207.155,-389.669,-2.670,0.000,0.000,14596.824,14528.479,14609.172,13989.172,1480738792,45805841243,399967,15:01:54
sz399970,移动互联,3911.689,21.740,0.559,0.000,0.000,3889.949,3896.033,3923.978,3861.583,4836952068,138540879832,399970,15:01:54
sz399971,中证传媒,1375.394,52.500,3.969,0.000,0.000,1322.894,1321.332,1385.626,1321.280,1893887578,21646164136,399971,15:01:54
sz399972,300深市,7625.202,-34.317,-0.448,0.000,0.000,7659.519,7686.904,7715.563,7540.226,7911811612,228259432761,399972,15:00:03
sz399973,中证国防,2432.781,-75.474,-3.009,0.000,0.000,2508.255,2498.030,2513.663,2395.298,991708881,39593984530,399973,15:01:54
sz399974,国企改革,2125.330,2.485,0.117,0.000,0.000,2122.845,2127.136,2134.991,2102.066,6071744761,160395919479,399974,15:01:54
sz399975,证券公司,925.877,-7.668,-0.821,0.000,0.000,933.545,933.250,940.315,922.265,3636900434,54188213875,399975,15:01:54
sz399976,CS新能车,4436.943,-41.890,-0.935,0.000,0.000,4478.833,4534.421,4535.833,4297.218,1610622487,62310778947,399976,15:01:54
sz399982,500等权,7418.906,34.880,0.472,0.000,0.000,7384.026,7382.717,7462.607,7327.560,18083742900,207113827944,399982,15:01:06
sz399983,地产等权,6300.628,76.650,1.232,0.000,0.000,6223.978,6189.276,6320.482,6176.926,530621880,7077385923,399983,15:01:54
sz399986,中证银行,6574.854,28.353,0.433,0.000,0.000,6546.501,6556.390,6609.795,6512.550,2471200009,23466841782,399986,15:01:54
sz399987,中证酒,10810.839,-318.332,-2.860,0.000,0.000,11129.171,11128.193,11242.800,10690.995,613796775,57074294651,399987,15:01:54
sz399989,中证医疗,17098.818,20.209,0.118,0.000,0.000,17078.609,17110.650,17364.723,16910.428,570472728,31722144798,399989,15:01:54
sz399990,煤炭等权,1888.326,-31.005,-1.615,0.000,0.000,1919.331,1919.438,1931.607,1878.078,1431235851,9727891835,399990,15:01:54
sz399991,一带一路,1842.023,9.174,0.501,0.000,0.000,1832.849,1833.021,1842.110,1817.734,5823105020,66950361347,399991,15:01:54
sz399992,CSWD并购,1739.707,8.941,0.517,0.000,0.000,1730.766,1729.586,1749.910,1701.771,1334766270,15481892817,399992,15:01:54
sz399993,CSWD生科,5657.953,55.415,0.989,0.000,0.000,5602.538,5621.675,5706.812,5589.648,445108080,28139838823,399993,15:01:54
sz399994,信息安全,1948.860,33.878,1.769,0.000,0.000,1914.982,1911.009,1972.118,1910.938,2075625878,46182557353,399994,15:01:54
sz399995,基建工程,3454.708,9.351,0.271,0.000,0.000,3445.357,3440.847,3467.331,3410.472,1328111221,7222877157,399995,15:01:54
sz399996,智能家居,3235.500,46.885,1.470,0.000,0.000,3188.615,3188.347,3262.693,3188.277,4428318288,87041456824,399996,15:01:54
sz399997,中证白酒,19865.322,-665.387,-3.241,0.000,0.000,20530.709,20517.521,20739.422,19645.416,407994963,52524453959,399997,15:01:54
sz399998,中证煤炭,1366.425,-6.662,-0.485,0.000,0.000,1373.087,1378.347,1390.551,1352.918,1431235851,9727891835,399998,15:01:54
sz980001,,1766.100,13.954,0.796,0.000,0.000,1752.146,1763.338,1772.478,1749.736,4093679008,140532753565,980001,16:11:01
sz980017,,9631.220,-26.637,-0.276,0.000,0.000,9657.857,9656.656,9672.435,9491.084,822011267,37622472094,980017,15:01:02
sz980023,,3058.532,38.701,1.282,0.000,0.000,3019.831,3026.868,3069.957,3026.858,991967351,32213631253,980023,16:11:01
sz980068,,2114.183,-12.702,-0.597,0.000,0.000,2126.885,2122.154,2122.654,2090.138,1750499638,14051442523,980068,16:11:01
