symbol,name,trade,pricechange,changepercent,buy,sell,settlement,open,high,low,volume,amount,code,ticktime
sz399361,在线消费,4588.795,130.766,2.933,0.000,0.000,4458.029,4447.161,4617.292,4443.927,1588173727,21898263465,399361,15:01:54
sz399362,民企100,10682.802,-65.128,-0.606,0.000,0.000,10747.930,10809.821,10860.236,10560.762,5218367067,210017228961,399362,15:01:54
sz399363,云科技,5513.470,59.959,1.099,0.000,0.000,5453.511,5445.084,5548.704,5438.064,1738554393,58642865284,399363,15:01:54
sz399364,消费100,14135.920,-94.737,-0.666,0.000,0.000,14230.657,14282.914,14347.949,13973.521,6510347390,231390985097,399364,15:01:54
sz399365,国证农业,21711.635,-618.951,-2.772,0.000,0.000,22330.586,22339.777,22425.105,21467.250,1549961926,82082126238,399365,15:01:54
sz399366,国证大宗,2542.691,-0.719,-0.028,0.000,0.000,2543.410,2556.688,2561.430,2490.922,8748893563,92999826089,399366,15:01:54
sz399367,1000地产,5093.032,69.899,1.392,0.000,0.000,5023.133,5007.835,5106.315,4992.925,1403119527,12312528089,399367,15:01:54
sz399368,国证军工,9363.734,-227.425,-2.371,0.000,0.000,9591.159,9554.720,9599.608,9280.789,1707367542,48468473947,399368,15:01:54
sz399369,国证责任,2165.972,-2.273,-0.105,0.000,0.000,2168.245,2171.925,2189.192,2145.063,3490733310,86800446006,399369,15:01:54
sz399370,国证成长,6487.094,-49.676,-0.760,0.000,0.000,6536.770,6556.840,6580.355,6411.739,11546170709,315161743076,399370,15:01:54
sz399371,国证价值,6758.508,40.079,0.597,0.000,0.000,6718.429,6719.875,6758.508,6692.466,16057377327,157019440820,399371,15:01:54
sz399372,大盘成长,7211.799,-86.472,-1.185,0.000,0.000,7298.271,7324.619,7355.357,7123.117,3878679761,179232454393,399372,15:01:54
sz399373,大盘价值,8285.716,53.961,0.656,0.000,0.000,8231.755,8236.034,8292.521,8211.401,5210543581,72279732084,399373,15:01:54
sz399374,中盘成长,5890.294,1.921,0.033,0.000,0.000,5888.373,5901.957,5924.067,5810.367,2979336713,75893848416,399374,15:01:54
sz399375,中盘价值,5588.878,40.908,0.737,0.000,0.000,5547.970,5550.342,5600.000,5515.002,4984327678,44921262871,399375,15:01:54
sz399376,小盘成长,5925.250,22.898,0.388,0.000,0.000,5902.352,5909.778,5938.991,5824.644,4688154235,60035440268,399376,15:01:54
sz399377,小盘价值,6198.908,8.606,0.139,0.000,0.000,6190.302,6181.172,6218.628,6115.929,5862506068,39818445865,399377,15:01:54
sz399378,ESG 300,3363.811,-20.165,-0.596,0.000,0.000,3383.976,3392.889,3407.877,3329.522,12339071891,343667115029,399378,15:01:54
sz399379,国证基金,9092.227,-16.336,-0.179,0.000,0.000,9108.563,9118.556,9142.078,9028.947,26992217064,47857404146,399379,15:01:54
sz399380,国证ETF,1812.267,-3.536,-0.195,0.000,0.000,1815.803,1817.819,1822.707,1799.162,25609603235,45986477346,399380,15:01:54
sz399381,1000能源,1839.988,11.775,0.644,0.000,0.000,1828.213,1836.981,1845.620,1823.217,1535998773,10515305674,399381,15:01:54
sz399382,1000材料,3237.273,3.870,0.120,0.000,0.000,3233.403,3246.361,3255.601,3164.722,8700282076,105429475799,399382,15:01:54
sz399383,1000工业,3153.581,-23.642,-0.744,0.000,0.000,3177.223,3182.905,3195.947,3112.038,7231329469,120948761902,399383,15:01:54
sz399384,1000可选,5030.550,16.156,0.322,0.000,0.000,5014.394,5035.362,5072.199,4976.762,4375152353,76543790358,399384,15:01:54
sz399385,1000消费,18707.508,-515.500,-2.682,0.000,0.000,19223.008,19224.301,19308.105,18508.527,2306262969,101359629758,399385,15:01:54
sz399386,1000医药,11241.260,1.813,0.016,0.000,0.000,11239.447,11262.693,11392.429,11133.496,1531891084,69316136090,399386,15:01:54
sz399387,1000金融,5519.972,-2.245,-0.041,0.000,0.000,5522.217,5526.082,5572.432,5480.569,6545976921,91584897229,399387,15:01:54
sz399388,1000信息,5704.973,48.455,0.857,0.000,0.000,5656.518,5681.247,5728.004,5637.563,7258776887,160276780871,399388,15:01:54
sz399389,国证通信,3696.592,50.683,1.390,0.000,0.000,3645.909,3628.357,3738.833,3620.252,1323261038,22851262768,399389,15:01:54
sz399390,1000公用,2063.921,11.273,0.549,0.000,0.000,2052.648,2049.323,2073.577,2043.873,1354808538,8160292409,399390,15:01:54
sz399391,投资时钟,4327.468,-50.205,-1.147,0.000,0.000,4377.673,4386.197,4405.704,4275.435,5634725789,125542723789,399391,15:01:54
sz399392,国证新兴,3233.504,23.516,0.733,0.000,0.000,3209.988,3218.690,3233.504,3181.874,8409305486,222486551439,399392,15:01:54
sz399393,国证地产,5471.947,75.887,1.406,0.000,0.000,5396.060,5383.524,5487.611,5365.870,1475925781,13062837967,399393,15:01:54
sz399394,国证医药,17470.441,-0.043,-0.000,0.000,0.000,17470.484,17511.154,17724.377,17298.807,1206945018,65141693776,399394,15:01:54
sz399395,国证有色,5585.879,-1.661,-0.030,0.000,0.000,5587.540,5638.875,5642.333,5360.509,5140206253,54657270427,399395,15:01:54
sz399396,国证食品,37391.105,"-1,083.938",-2.817,0.000,0.000,38475.043,38458.902,38764.680,36977.289,917468803,71926348510,399396,15:01:54
sz399397,国证文化,2537.580,31.803,1.269,0.000,0.000,2505.777,2506.389,2558.038,2504.072,2465891561,48598255768,399397,15:01:54
sz399398,绩效指数,13523.857,-112.808,-0.827,0.000,0.000,13636.665,13652.639,13743.446,13398.085,2326473061,110448287897,399398,15:01:54
sz399399,中经GDP,9859.291,-8.391,-0.085,0.000,0.000,9867.682,9888.719,9925.355,9766.101,16942983174,327224837169,399399,15:01:54
sz399400,大中盘,4745.609,-14.591,-0.307,0.000,0.000,4760.200,4771.451,4789.899,4700.168,27329594503,599625441416,399400,15:01:54
sz399401,中小盘,4635.469,5.732,0.124,0.000,0.000,4629.737,4632.833,4659.841,4586.729,27463215001,377787256683,399401,15:01:54
sz399402,周期100,4070.092,19.707,0.487,0.000,0.000,4050.385,4069.803,4082.076,4020.080,9155227595,172472270429,399402,15:01:54
sz399403,防御100,12805.593,-257.573,-1.972,0.000,0.000,13063.166,13070.065,13130.975,12682.031,3076280551,135758378166,399403,15:01:54
sz399404,大盘低波,4786.655,14.571,0.305,0.000,0.000,4772.084,4771.135,4795.924,4759.031,4755902569,61858382719,399404,15:01:54
sz399405,大盘高贝,3223.287,-5.640,-0.175,0.000,0.000,3228.927,3239.516,3241.742,3191.376,5848285164,157660631785,399405,15:01:54
sz399406,中盘低波,11434.795,97.241,0.858,0.000,0.000,11337.554,11334.309,11483.707,11288.744,4331802022,38746591838,399406,15:01:54
sz399407,中盘高贝,3185.033,2.971,0.093,0.000,0.000,3182.062,3183.120,3207.022,3157.841,4322646859,94154174040,399407,15:01:54
sz399408,小盘低波,11348.522,58.451,0.518,0.000,0.000,11290.071,11280.008,11374.894,11165.681,4197872872,24065453551,399408,15:01:54
sz399409,小盘高贝,4448.572,19.254,0.435,0.000,0.000,4429.318,4425.941,4486.621,4381.311,4902897081,76491197819,399409,15:01:54
sz399410,苏州率先,2278.723,-6.751,-0.295,0.000,0.000,2285.474,2287.122,2299.311,2267.651,660707225,10514679038,399410,15:01:54
sz399411,红利100,3372.055,24.244,0.724,0.000,0.000,3347.811,3352.091,3378.129,3339.464,5262013125,79721380392,399411,15:01:54
sz399412,国证新能,3233.700,-21.503,-0.661,0.000,0.000,3255.203,3275.095,3275.555,3160.113,4785836736,127118667128,399412,15:01:54
sz399413,国证转债,138.741,-0.121,-0.087,0.000,0.000,138.862,139.070,139.254,138.282,386960231,72706371664,399413,15:01:54
sz399415,I100,8285.830,-43.472,-0.522,0.000,0.000,8329.302,8327.329,8364.882,8223.676,3252679335,168866477218,399415,15:01:54
sz399416,I300,4847.922,-16.818,-0.346,0.000,0.000,4864.740,4879.647,4898.619,4803.034,3993927972,131052057744,399416,15:01:54
sz399417,新能源车,3891.591,-1.480,-0.038,0.000,0.000,3893.071,3939.792,3939.792,3753.451,3198638663,85550281386,399417,15:01:54
sz399418,国证国安,4006.076,2.833,0.071,0.000,0.000,4003.243,4001.132,4035.932,3972.881,4532541303,107240502061,399418,15:01:54
sz399419,国证高铁,1690.532,-5.584,-0.329,0.000,0.000,1696.116,1691.551,1702.600,1672.944,1989073884,16505323141,399419,15:01:54
sz399420,国证保证,1582.719,-9.506,-0.597,0.000,0.000,1592.225,1592.048,1602.607,1572.081,2290738178,52721595527,399420,15:01:54
sz399422,中关村A,3478.645,36.537,1.061,0.000,0.000,3442.108,3441.119,3505.579,3433.972,6210603120,79355910416,399422,15:01:54
sz399423,中关村50,3393.375,45.784,1.368,0.000,0.000,3347.591,3350.361,3415.836,3350.361,2910406103,45388598460,399423,15:01:54
sz399427,专利领先,3380.704,-35.162,-1.029,0.000,0.000,3415.866,3422.842,3439.603,3341.348,3194467861,81062647258,399427,15:01:54
sz399428,国证定增,2888.736,-0.337,-0.012,0.000,0.000,2889.073,2897.672,2907.945,2848.612,4599358957,74137323536,399428,15:01:54
sz399429,新丝路,1530.642,-21.060,-1.357,0.000,0.000,1551.702,1555.350,1556.755,1520.838,3219764904,50711909076,399429,15:01:54
sz399431,国证银行,6747.049,37.729,0.562,0.000,0.000,6709.320,6723.914,6783.356,6678.701,2261042601,22534708455,399431,15:01:54
sz399432,智能汽车,6218.236,-80.701,-1.281,0.000,0.000,6298.937,6380.236,6382.329,6059.295,635918205,50677301428,399432,15:01:54
sz399433,国证交运,1880.738,15.234,0.817,0.000,0.000,1865.504,1868.402,1882.623,1859.894,1960962477,17696004502,399433,15:01:54
sz399434,国证传媒,2052.722,58.827,2.950,0.000,0.000,1993.895,2001.870,2070.899,2000.260,1443237437,9766837812,399434,15:01:54
sz399435,国证农牧,5836.886,-180.010,-2.992,0.000,0.000,6016.896,6023.430,6023.430,5796.964,1911852886,30279749664,399435,15:01:54
sz399436,国证煤炭,2578.115,3.752,0.146,0.000,0.000,2574.363,2589.870,2605.650,2548.403,1239496331,8788392391,399436,15:01:54
sz399437,证券龙头,7107.548,-50.649,-0.708,0.000,0.000,7158.197,7160.104,7210.576,7068.647,2098429291,39646455135,399437,15:01:54
sz399438,国证电力,1824.836,6.708,0.369,0.000,0.000,1818.128,1813.983,1833.669,1806.689,1612780861,9060075614,399438,15:01:54
sz399439,国证油气,1118.384,8.186,0.737,0.000,0.000,1110.198,1112.706,1120.667,1109.152,647487088,2795031231,399439,15:01:54
sz399440,国证钢铁,1241.982,9.766,0.793,0.000,0.000,1232.216,1226.902,1242.223,1206.403,1720265101,8164128694,399440,15:01:54
sz399441,生物医药,5686.717,35.270,0.624,0.000,0.000,5651.447,5670.491,5751.029,5617.324,451137621,29216632559,399441,15:01:54
sz399481,企债指数,127.530,0.006,0.005,0.000,0.000,127.524,127.524,127.533,127.524,7118165,674844048,399481,15:01:54
sz399550,央视50,9370.808,-21.802,-0.232,0.000,0.000,9392.610,9404.274,9459.922,9294.454,2598951088,95818169226,399550,15:01:54
sz399551,央视创新,10210.963,111.728,1.106,0.000,0.000,10099.235,10118.653,10217.096,10058.427,2655299360,58384637746,399551,15:01:54
sz399552,央视成长,11034.362,-50.007,-0.451,0.000,0.000,11084.369,11096.748,11144.305,10913.000,3684140495,108120314435,399552,15:01:54
sz399553,央视回报,10686.742,-44.822,-0.418,0.000,0.000,10731.564,10765.091,10831.538,10571.635,1472743392,75006995521,399553,15:01:54
sz399554,央视治理,9281.307,40.000,0.433,0.000,0.000,9241.307,9268.661,9314.190,9184.745,3925981706,89079617589,399554,15:01:54
sz399555,央视责任,5971.492,14.966,0.251,0.000,0.000,5956.526,5969.242,5998.226,5911.416,4084954509,83706616973,399555,15:01:54
sz399556,央视生态,2991.239,1.121,0.037,0.000,0.000,2990.118,3018.435,3023.531,2917.801,2565862529,73840052223,399556,15:01:54
sz399557,央视文化,2211.181,16.736,0.763,0.000,0.000,2194.445,2196.689,2237.478,2191.150,2556398028,48842977329,399557,15:01:54
sz399602,中小成长,1634.238,2.337,0.143,0.000,0.000,1631.901,1639.532,1644.434,1609.511,3516533135,84156227912,399602,15:00:03
sz399604,中小价值,2191.863,-6.587,-0.300,0.000,0.000,2198.450,2209.569,2216.429,2173.897,2720167719,43886799148,399604,15:00:03
sz399606,创业板R,3344.620,-12.333,-0.367,0.000,0.000,3356.953,3374.964,3390.888,3307.693,2649036797,108883268570,399606,15:00:03
sz399608,科技100,4054.225,-7.102,-0.175,0.000,0.000,4061.327,4079.987,4091.223,4001.154,3553003841,120659336611,399608,15:00:03
sz399610,TMT50,7905.038,95.622,1.224,0.000,0.000,7809.416,7851.468,7921.017,7799.412,4231763161,92316438278,399610,15:00:03
sz399611,中创100R,3534.355,-14.333,-0.404,0.000,0.000,3548.688,3573.512,3588.108,3499.579,4876043202,184809088981,399611,15:00:03
sz399612,中创100,3175.646,-12.879,-0.404,0.000,0.000,3188.525,3210.830,3223.944,3144.401,4876043202,184809088981,399612,15:00:03
sz399613,深证能源,2778.499,-9.770,-0.350,0.000,0.000,2788.269,2806.143,2809.587,2746.481,440836778,3305959773,399613,15:00:03
sz399614,深证材料,3676.829,-24.967,-0.674,0.000,0.000,3701.796,3705.070,3717.979,3590.583,3960875438,59926640044,399614,15:00:03
sz399615,深证工业,4095.804,-63.929,-1.537,0.000,0.000,4159.733,4179.366,4193.668,4048.796,3035903653,67830265381,399615,15:00:03
sz399616,深证可选,7903.904,91.195,1.167,0.000,0.000,7812.709,7873.344,7949.730,7765.763,2197146213,40320891825,399616,15:00:03
sz399617,深证消费,20250.252,-622.723,-2.983,0.000,0.000,20872.975,20895.279,20934.004,20070.822,728731515,39094438098,399617,15:00:03
sz399618,深证医药,18201.504,41.106,0.226,0.000,0.000,18160.398,18229.400,18458.240,18012.660,825121421,45097700393,399618,15:00:03
sz399619,深证金融,7458.013,-34.472,-0.460,0.000,0.000,7492.485,7479.293,7533.486,7389.467,1651925381,27487700414,399619,15:00:03
sz399620,深证信息,5196.352,64.121,1.249,0.000,0.000,5132.231,5155.066,5209.467,5129.369,5663510648,111220139062,399620,15:00:03
sz399621,深证电信,3449.865,68.646,2.030,0.000,0.000,3381.219,3384.065,3502.651,3379.379,424640756,12132478217,399621,15:00:03
sz399622,深证公用,1685.629,-9.225,-0.544,0.000,0.000,1694.854,1683.788,1703.064,1658.343,710203621,4301784421,399622,15:00:03
sz399623,中小基础,9798.599,-4.622,-0.047,0.000,0.000,9803.221,9839.812,9867.466,9692.059,12140160128,211004337141,399623,15:00:03
sz399624,中创400,2240.143,5.522,0.247,0.000,0.000,2234.621,2233.767,2256.799,2210.711,10181801146,150439079747,399624,15:00:03
sz399625,中创500,2495.673,-3.720,-0.149,0.000,0.000,2499.393,2509.654,2517.779,2469.231,15057844348,335248168729,399625,15:00:03
sz399626,中创成长,2309.854,-7.034,-0.304,0.000,0.000,2316.888,2329.574,2337.614,2282.142,4240714591,125537597569,399626,15:00:03
sz399627,中创价值,2499.511,-4.929,-0.197,0.000,0.000,2504.440,2514.127,2522.744,2475.889,5657058201,88067503408,399627,15:00:03
sz399628,700成长,2004.929,-1.359,-0.068,0.000,0.000,2006.288,2004.194,2021.820,1975.761,3320053666,50561742636,399628,15:00:03
sz399629,700价值,2333.512,-3.049,-0.130,0.000,0.000,2336.561,2332.498,2345.832,2293.540,4977361642,41918726601,399629,15:00:03
sz399630,1000成长,2113.928,-13.734,-0.645,0.000,0.000,2127.662,2134.204,2140.958,2090.282,8014374964,202983374853,399630,15:00:03
sz399631,1000价值,2494.375,-1.180,-0.047,0.000,0.000,2495.555,2494.472,2504.311,2472.106,11701067210,130411226148,399631,15:00:03
sz399632,深100EW,6886.077,0.918,0.013,0.000,0.000,6885.159,6900.807,6929.501,6805.449,6967755896,235007322128,399632,15:00:03
sz399633,深300EW,6718.174,31.048,0.464,0.000,0.000,6687.126,6694.823,6743.778,6639.984,14977941184,355375078225,399633,15:00:03
sz399634,中小板EW,4803.821,11.357,0.237,0.000,0.000,4792.464,4804.927,4826.320,4749.722,5216625253,138486706840,399634,15:00:03
sz399635,创业板EW,2505.679,12.972,0.520,0.000,0.000,2492.707,2495.835,2526.555,2478.765,2649036797,108883268570,399635,15:00:03
sz399636,深证装备,5273.475,-43.053,-0.810,0.000,0.000,5316.528,5337.666,5339.150,5193.666,3135381017,69270200654,399636,15:00:03
sz399637,深证地产,3694.001,50.140,1.376,0.000,0.000,3643.861,3631.018,3716.087,3605.953,710583779,6503462367,399637,15:00:03
sz399638,深证环保,6509.850,-0.673,-0.010,0.000,0.000,6510.523,6602.712,6605.683,6287.161,2817932142,57790270371,399638,15:00:03
sz399639,深证大宗,2537.330,-24.932,-0.973,0.000,0.000,2562.262,2570.516,2572.430,2491.656,3009733275,35670582169,399639,15:00:03
sz399640,创业基础,2588.602,-6.239,-0.240,0.000,0.000,2594.841,2604.151,2613.900,2562.869,6358538594,148772891032,399640,15:00:03
sz399641,深证新兴,2982.021,3.073,0.103,0.000,0.000,2978.948,2991.125,3005.113,2943.119,10262542773,239220797880,399641,15:00:03
sz399642,中小新兴,2415.511,9.136,0.380,0.000,0.000,2406.375,2421.625,2429.315,2375.724,4835397844,108730888352,399642,15:00:03
sz399643,创业新兴,3649.236,-14.315,-0.391,0.000,0.000,3663.551,3684.287,3702.828,3606.217,2596356731,89810190538,399643,15:00:03
sz399644,深证时钟,5303.557,-80.756,-1.500,0.000,0.000,5384.313,5396.807,5406.836,5231.230,4573499586,87625013237,399644,15:00:03
sz399645,100低波,12141.693,-65.561,-0.537,0.000,0.000,12207.254,12211.085,12275.080,12021.595,2235827308,89024654114,399645,15:00:03
sz399646,深消费50,12769.316,-153.093,-1.185,0.000,0.000,12922.409,12972.204,13013.492,12635.654,2447777351,76551975390,399646,15:00:03
sz399647,深医药50,17709.328,46.740,0.265,0.000,0.000,17662.588,17730.432,17948.166,17526.664,884986195,45701201562,399647,15:00:03
sz399648,深证GDP,10470.206,17.708,0.169,0.000,0.000,10452.498,10462.808,10497.884,10362.709,6581120276,148002492878,399648,15:00:03
sz399649,中小红利,4128.964,-11.366,-0.275,0.000,0.000,4140.330,4152.854,4176.299,4101.758,1790482886,39441691200,399649,15:00:03
sz399650,中小治理,3565.415,-28.446,-0.792,0.000,0.000,3593.861,3605.668,3632.254,3536.656,1350364748,43675493031,399650,15:00:03
sz399651,中小责任,2681.823,-4.928,-0.183,0.000,0.000,2686.751,2704.351,2735.172,2659.930,1569574017,48039806026,399651,15:00:03
sz399652,中创高新,3413.509,15.348,0.452,0.000,0.000,3398.161,3397.485,3440.622,3388.547,801625657,21757573723,399652,15:00:03
sz399653,深证龙头,3956.076,-24.129,-0.606,0.000,0.000,3980.205,4003.652,4022.264,3908.006,4358809898,142013609320,399653,15:00:03
sz399654,深证文化,2922.753,77.898,2.738,0.000,0.000,2844.855,2848.771,2938.415,2844.974,3011210428,40621012899,399654,15:00:03
sz399655,深证绩效,13275.256,-49.653,-0.373,0.000,0.000,13324.909,13355.577,13429.100,13162.157,2011212712,82291748017,399655,15:00:03
sz399656,100绩效,9229.212,-27.574,-0.298,0.000,0.000,9256.786,9276.062,9322.040,9138.039,6967755896,235007322128,399656,15:00:03
sz399657,300绩效,8599.139,15.474,0.180,0.000,0.000,8583.665,8596.878,8646.316,8516.796,14977941184,355375078225,399657,15:00:03
sz399658,中小绩效,6031.615,32.664,0.544,0.000,0.000,5998.951,6012.264,6066.457,5955.808,5216625253,138486706840,399658,15:00:03
sz399659,深成指EW,4537.974,15.604,0.345,0.000,0.000,4522.370,4524.270,4564.198,4486.121,20179399666,415957969209,399659,15:00:03
sz399660,中创EW,3438.852,3.098,0.090,0.000,0.000,3435.754,3449.815,3462.394,3407.470,4876043202,184809088981,399660,15:00:03
sz399661,深证低波,6018.765,11.352,0.189,0.000,0.000,6007.413,6005.279,6041.456,5962.402,4310526428,88197754705,399661,15:00:03
sz399662,深证高贝,2476.373,14.608,0.593,0.000,0.000,2461.765,2471.489,2480.867,2437.454,6859672160,169357109884,399662,15:00:03
sz399663,中小低波,1657.191,2.470,0.149,0.000,0.000,1654.721,1653.627,1668.551,1638.464,2543762129,42610999707,399663,15:00:03
sz399664,中小高贝,1250.576,4.907,0.394,0.000,0.000,1245.669,1247.941,1254.399,1232.704,4684136275,103983561808,399664,15:00:03
sz399665,中创低波,1955.744,7.344,0.377,0.000,0.000,1948.400,1946.115,1969.267,1933.033,5386478406,102700747441,399665,15:00:03
sz399666,中创高贝,1686.777,8.443,0.503,0.000,0.000,1678.334,1679.597,1701.016,1659.957,6085340693,174567192406,399666,15:00:03
sz399667,创业板G,4858.141,-42.181,-0.861,0.000,0.000,4900.322,4937.009,4960.383,4802.639,1454979104,62373108568,399667,15:00:03
sz399668,创业板V,3370.325,-20.598,-0.607,0.000,0.000,3390.923,3397.221,3409.549,3341.747,2660714614,47597745144,399668,15:00:03
sz399669,深证农业,15587.340,-448.536,-2.797,0.000,0.000,16035.876,16052.909,16082.422,15453.247,1672085040,52467849113,399669,15:00:03
sz399670,深周期50,4808.358,3.351,0.070,0.000,0.000,4805.007,4840.150,4862.135,4741.756,4188381910,93334829270,399670,15:00:03
sz399671,深防御50,12192.488,-195.658,-1.579,0.000,0.000,12388.146,12415.985,12463.548,12080.685,1835015439,73366080298,399671,15:00:03
sz399672,深红利50,4690.319,1.386,0.030,0.000,0.000,4688.933,4690.615,4713.658,4642.730,1518686668,35344441297,399672,15:00:03
sz399673,创业板50,3048.985,-11.070,-0.362,0.000,0.000,3060.055,3083.222,3099.000,3006.315,2000162806,80261515000,399673,15:00:03
sz399674,深A医药,3288.957,8.450,0.258,0.000,0.000,3280.507,3287.319,3317.814,3259.321,1813567776,56513973129,399674,15:00:03
sz399675,深互联网,3115.664,80.137,2.640,0.000,0.000,3035.527,3037.013,3146.910,3029.782,2735382648,34103264100,399675,15:00:03
sz399676,深医药EW,3366.043,10.642,0.317,0.000,0.000,3355.401,3345.682,3389.823,3312.606,1813567776,56513973129,399676,15:00:03
sz399677,深互联EW,3516.283,75.770,2.202,0.000,0.000,3440.513,3437.636,3556.396,3391.804,2735382648,34103264100,399677,15:00:03
sz399678,深次新股,1196.451,-6.098,-0.507,0.000,0.000,1202.549,1198.391,1204.459,1180.906,398432504,22820310556,399678,15:00:03
sz399679,深证200R,5982.482,31.962,0.537,0.000,0.000,5950.520,5959.023,6017.661,5909.364,8010185288,120367756097,399679,15:00:03
sz399680,深成能源,656.183,-2.068,-0.314,0.000,0.000,658.251,664.514,664.898,650.253,358714024,2930164487,399680,15:00:03
sz399681,深成材料,1311.413,-6.061,-0.460,0.000,0.000,1317.474,1320.272,1325.951,1279.925,3381221348,47886916036,399681,15:00:03
sz399682,深成工业,1874.605,-29.157,-1.532,0.000,0.000,1903.762,1914.795,1922.764,1851.666,2289134480,59173043344,399682,15:00:03
sz399683,深成可选,2399.144,13.337,0.559,0.000,0.000,2385.807,2395.535,2413.851,2365.875,2251317607,40500638618,399683,15:00:03
sz399684,深成消费,4186.945,-128.988,-2.989,0.000,0.000,4315.933,4318.688,4320.742,4134.204,1357701115,53144848152,399684,15:00:03
sz399685,深成医药,3548.193,8.968,0.253,0.000,0.000,3539.225,3551.271,3592.985,3512.140,1021870955,48155871492,399685,15:00:03
sz399686,深成金融,2292.243,-14.325,-0.621,0.000,0.000,2306.568,2302.890,2314.471,2269.254,1970260876,29683574750,399686,15:00:03
sz399687,深成信息,3436.858,42.462,1.251,0.000,0.000,3394.396,3409.384,3445.673,3392.835,6000105660,114024876696,399687,15:00:03
sz399688,深成电信,1742.962,39.846,2.340,0.000,0.000,1703.116,1704.787,1776.588,1701.742,340655141,10731634123,399688,15:00:03
sz399689,深成公用,938.568,-5.664,-0.600,0.000,0.000,944.232,936.373,948.702,924.648,541802925,3469167371,399689,15:00:03
sz399690,中小专利,2264.907,-6.077,-0.268,0.000,0.000,2270.984,2273.940,2282.461,2235.581,757200947,22811911247,399690,15:00:03
sz399691,创业专利,2637.816,-24.474,-0.919,0.000,0.000,2662.290,2646.294,2675.356,2603.270,702507228,14937511594,399691,15:00:03
sz399692,创业低波,3257.999,17.826,0.550,0.000,0.000,3240.173,3236.731,3287.642,3208.695,1256576761,34841554569,399692,15:00:03
sz399693,安防产业,3873.503,61.812,1.622,0.000,0.000,3811.691,3808.465,3921.447,3778.320,1110678122,23704181510,399693,15:00:03
sz399694,创业高贝,2880.804,23.321,0.816,0.000,0.000,2857.483,2859.027,2916.488,2819.163,2374729542,65627028400,399694,15:00:03
sz399695,深证节能,2513.647,1.631,0.065,0.000,0.000,2512.016,2512.855,2520.194,2456.082,3187093526,55432659119,399695,15:00:03
sz399696,深证创投,3232.337,21.975,0.685,0.000,0.000,3210.362,3226.341,3232.337,3166.572,3215701047,53444406426,399696,15:00:03
sz399697,中关村60,4389.899,59.098,1.365,0.000,0.000,4330.801,4338.825,4442.013,4336.953,1762966036,22720889698,399697,15:00:03
sz399698,优势成长,22532.637,-23.888,-0.106,0.000,0.000,22556.525,22519.762,22683.848,22234.328,1565762561,9255250776,399698,15:00:03
sz399699,金融科技,3921.365,55.511,1.436,0.000,0.000,3865.854,3862.851,3947.940,3838.316,2030653297,43367824708,399699,15:01:54
sz399701,深证F60,11070.757,15.201,0.137,0.000,0.000,11055.556,11078.407,11123.602,10941.213,5740451733,125794669609,399701,15:00:03
sz399702,深证F120,9629.268,15.933,0.166,0.000,0.000,9613.335,9631.364,9665.426,9527.721,7952058722,163620400040,399702,15:00:03
sz399703,深证F200,9052.396,14.484,0.160,0.000,0.000,9037.912,9053.172,9082.946,8965.714,11632971406,228935532537,399703,15:00:03
sz399704,深证上游,4504.577,-71.041,-1.553,0.000,0.000,4575.618,4604.051,4604.051,4372.857,2020829190,22991434305,399704,15:00:03
sz399705,深证中游,3848.933,-13.210,-0.342,0.000,0.000,3862.143,3878.856,3894.524,3796.754,7247216245,164092673113,399705,15:00:03
sz399706,深证下游,9897.950,-57.938,-0.582,0.000,0.000,9955.888,9989.491,10042.842,9781.343,3824970070,135318393226,399706,15:00:03
sz399707,CSSW证券,7125.469,-43.770,-0.611,0.000,0.000,7169.239,7166.037,7242.947,7107.366,3064670035,41231287105,399707,15:01:54
sz399802,500深市,6042.863,31.994,0.532,0.000,0.000,6010.869,6011.915,6079.082,5957.027,10208187031,116655414691,399802,15:00:03
sz399803,工业4.0,4968.759,-7.663,-0.154,0.000,0.000,4976.422,4991.442,5009.545,4906.652,2706667498,91325227836,399803,15:01:54
sz399804,中证体育,1830.083,51.964,2.922,0.000,0.000,1778.119,1769.861,1860.228,1762.443,692960842,11868154906,399804,15:01:54
sz399805,互联金融,2805.490,47.413,1.719,0.000,0.000,2758.077,2756.797,2824.854,2742.280,3110562637,52213503044,399805,15:01:54
sz399806,环境治理,1343.264,22.564,1.708,0.000,0.000,1320.700,1320.466,1346.627,1298.005,1394165561,10629381361,399806,15:01:54
sz399807,高铁产业,1292.111,-9.527,-0.732,0.000,0.000,1301.638,1293.706,1298.305,1283.950,932194967,7843519154,399807,15:01:54
sz399808,中证新能,3381.829,-66.025,-1.915,0.000,0.000,3447.854,3482.505,3482.674,3310.254,5179204260,115409272153,399808,15:01:54
sz399809,保险主题,2478.869,-4.741,-0.191,0.000,0.000,2483.610,2482.946,2497.103,2453.978,1401824333,25177094758,399809,15:01:54
sz399810,CSSW传媒,3116.375,88.555,2.925,0.000,0.000,3027.820,3026.158,3144.013,3009.071,1382437901,21681469773,399810,15:01:54
sz399811,CSSW电子,4415.112,25.347,0.577,0.000,0.000,4389.765,4400.594,4428.928,4364.984,4287188940,98547923099,399811,15:01:54
sz399812,养老产业,9768.820,87.457,0.903,0.000,0.000,9681.363,9673.205,9823.282,9672.004,2396305171,93601192244,399812,15:01:54
